"producto_id","nombre","precioNormal","stock","marca","familia","activo"
"69db27ea2b56cc0c1597fa56","Adhesivo J.Denis Para Rulos/Pestañas.","65","46","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ea2b56cc0c1597fa5d","Adhesivo J.Denis Oscuro con keratina","85","35","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ea2b56cc0c1597fa64","Adhesivo J.Denis Transparente con keratina","85","40","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27eb2b56cc0c1597fa6b","adhesivo latex para rulos o pads liftin j denis","65","45","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27eb2b56cc0c1597fa72","adhesivo libre de latex","75","47","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9ad","1"
"69db27eb2b56cc0c1597fa79","adhesivo para pads color blanco tapa dorada j denis","65","46","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ec2b56cc0c1597fa80","adhesivo para pads color blanco  trasparente j denis","65","41","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ec2b56cc0c1597fa8b","Adhesivo Para Pestañas Duo Oscuro","80","40","69db27ec2b56cc0c1597fa83","69db27ec2b56cc0c1597fa86","1"
"69db27ed2b56cc0c1597fa92","Adhesivo Para Pestañas Duo Transparente","80","43","69db27ec2b56cc0c1597fa83","69db27ec2b56cc0c1597fa86","1"
"69db27ed2b56cc0c1597fa99","Adhesivo Para Rulos frasquito chico blanco","45","35","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9ad","1"
"69db27ed2b56cc0c1597faa0","adhesivo supreme j denis para pestañas mink","150","46","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ee2b56cc0c1597faa7","Adhesivo Tubo oscuro J.D/10gramos","55","48","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ee2b56cc0c1597faae","Adhesivo Tubo Transparente J.D/10gramos","55","46","69db27e92b56cc0c1597fa4e","69db27ea2b56cc0c1597fa51","1"
"69db27ee2b56cc0c1597fab5","Afaparf salone supreme mask","450","33","69db27e22b56cc0c1597f9aa","69db27e62b56cc0c1597fa05","1"
"69db27ef2b56cc0c1597fabe","Afaparf oxido 10 vol. 1000ml.","180","47","69db27e22b56cc0c1597f9aa","69db27ee2b56cc0c1597fab9","1"
"69db27ef2b56cc0c1597fac5","Agoja para rayos","25","40","69db27e22b56cc0c1597f9aa","69db27e22b56cc0c1597f9b6","1"
"69db27ef2b56cc0c1597face","Aguja Peina Facil 5pz. V/Colores","35","49","69db27e22b56cc0c1597f9aa","69db27ef2b56cc0c1597fac9","1"
"69db27f02b56cc0c1597fad5","Aguja Peina Facil Grande 5pz.","45","42","69db27e22b56cc0c1597f9aa","69db27ef2b56cc0c1597fac9","1"
"69db27f02b56cc0c1597fae0","Alain silver tratamiento","140","35","69db27f02b56cc0c1597fad8","69db27f02b56cc0c1597fadb","1"
"69db27f12b56cc0c1597fae9","alain silver herbal 9","140","44","69db27f02b56cc0c1597fad8","69db27f02b56cc0c1597fae4","1"
"69db27f12b56cc0c1597faf0","Alain Silver Hot Tratamiento Restauraurador","280","49","69db27f02b56cc0c1597fad8","69db27f02b56cc0c1597fadb","1"
"69db27f12b56cc0c1597faf7","Alain silver shampoo","140","48","69db27f02b56cc0c1597fad8","69db27f02b56cc0c1597fadb","1"
"69db27f22b56cc0c1597fafe","Alain silver 30ml.","65","31","69db27f02b56cc0c1597fad8","69db27f02b56cc0c1597fae4","1"
"69db27f22b56cc0c1597fb09","Alaska brocha barbero","60","41","69db27f22b56cc0c1597fb01","69db27f22b56cc0c1597fb04","1"
"69db27f32b56cc0c1597fb10","Alaska Bisturi AK-02-0019","60","32","69db27f22b56cc0c1597fb01","69db27f22b56cc0c1597fb04","1"
"69db27f32b56cc0c1597fb17","Alaska Saca Comedones","60","40","69db27f22b56cc0c1597fb01","69db27f22b56cc0c1597fb04","1"
"69db27f32b56cc0c1597fb1e","Alaska Tijera Manicure","85","36","69db27f22b56cc0c1597fb01","69db27f22b56cc0c1597fb04","1"
"69db27f42b56cc0c1597fb29","Alexander style porta navaja","120","47","69db27f32b56cc0c1597fb21","69db27f32b56cc0c1597fb24","1"
"69db27f42b56cc0c1597fb30","Alexander Style Tijera 7.5","150","39","69db27f32b56cc0c1597fb21","69db27f32b56cc0c1597fb24","1"
"69db27f42b56cc0c1597fb37","Alexander tijera","120","35","69db27f32b56cc0c1597fb21","69db27f32b56cc0c1597fb24","1"
"69db27f52b56cc0c1597fb42","Alfa keratin Therapia","450","40","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb3d","1"
"69db27f52b56cc0c1597fb49","Alfa sobres de 30 pz","300","47","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb3d","1"
"69db27f62b56cc0c1597fb52","Alfapaf 6.56","160","40","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f62b56cc0c1597fb5b","Alfapar benvoleo shampoo seco sin gas 150 g","350","30","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27f62b56cc0c1597fb62","alfapar Real Rigen mascar. dañado 500g.","380","50","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb3d","1"
"69db27f72b56cc0c1597fb69","Alfaparf 7.24","160","32","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f72b56cc0c1597fb70","Alfaparf 10.342","160","36","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f72b56cc0c1597fb77","Alfaparf 11.02","160","38","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f82b56cc0c1597fb7e","Alfaparf 8.221","160","42","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f82b56cc0c1597fb85","Alfapar 8.34","160","37","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f82b56cc0c1597fb8c","Alfapar 9.423","160","32","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27f92b56cc0c1597fb93","Alfapar keratin serum 125 ml","420","38","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27f92b56cc0c1597fb9a","Alfapar mask 200ml.","350","37","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27f92b56cc0c1597fba1","Alfapar rigen shampoo 250 ml.","350","49","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27fa2b56cc0c1597fba8","Alfapar Semidelino nutritivo shampoo 250 ml.","350","37","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27fa2b56cc0c1597fbaf","Alfapar shampoo Rigen Dañado 250g.","350","49","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27fa2b56cc0c1597fbb6","Alfapar shampoo seco sin gas 150ml.","350","41","69db27f52b56cc0c1597fb3a","69db27f62b56cc0c1597fb56","1"
"69db27fb2b56cc0c1597fbbd","Alfapar 000SSS","160","36","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fb2b56cc0c1597fbc4","Alfapar 01","160","40","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fc2b56cc0c1597fbcb","alfapar 013","160","35","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fc2b56cc0c1597fbd2","Alfapar 02","160","45","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fc2b56cc0c1597fbd9","Alfapar 03","160","44","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fd2b56cc0c1597fbe0","Alfapar 1","160","30","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fd2b56cc0c1597fbe7","Alfapar 1.11","160","33","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fd2b56cc0c1597fbee","Alfapar 10","160","45","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fe2b56cc0c1597fbf5","Alfapar 10.1","160","48","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27fe2b56cc0c1597fbfc","Alfapar 10.21","160","34","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27ff2b56cc0c1597fc03","Alfapar 10.3","160","41","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27ff2b56cc0c1597fc0a","Alfapar 10.31","160","39","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db27ff2b56cc0c1597fc11","Alfapar 10NB","160","41","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28002b56cc0c1597fc18","Alfapar 11.00","160","35","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28002b56cc0c1597fc1f","Alfapar 11.10","160","45","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28002b56cc0c1597fc26","Alfapar 11.11","160","42","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28012b56cc0c1597fc2d","Alfapar 11.13","160","48","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28012b56cc0c1597fc34","Alfapar 11.20","160","40","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28012b56cc0c1597fc3b","Alfapar 11.21","160","48","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28012b56cc0c1597fc42","Alfapar 11.32","160","36","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28022b56cc0c1597fc49","Alfapar 2","160","49","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28022b56cc0c1597fc50","Alfapar 3","160","37","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28022b56cc0c1597fc57","Alfapar 4","160","44","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28032b56cc0c1597fc5e","Alfapar 4.32","160","35","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28032b56cc0c1597fc65","Alfapar 4.52","160","47","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28032b56cc0c1597fc6c","Alfapar 4.65","160","49","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28042b56cc0c1597fc73","Alfapar 4.66I","160","41","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28042b56cc0c1597fc7a","Alfapar 4NB","160","47","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28042b56cc0c1597fc81","Alfapar 4NI","160","32","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28052b56cc0c1597fc88","Alfapar 5","160","42","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28062b56cc0c1597fc8f","Alfapar 5.1","160","35","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28062b56cc0c1597fc96","Alfapar 5.22","160","47","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28062b56cc0c1597fc9d","Alfapar 5.3","160","31","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28072b56cc0c1597fca4","Alfapar 5.32","160","50","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28072b56cc0c1597fcab","Alfapar 5.35","160","39","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28072b56cc0c1597fcb2","Alfapar 5.5","160","44","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28082b56cc0c1597fcb9","Alfapar 5.53","160","41","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28082b56cc0c1597fcc0","Alfapar 5.6","160","30","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28082b56cc0c1597fcc7","Alfapar 5.62","160","45","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28092b56cc0c1597fcce","Alfapar 5.65","160","32","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
"69db28092b56cc0c1597fcd5","Alfapar 5.66I","160","40","69db27f52b56cc0c1597fb3a","69db27f52b56cc0c1597fb4d","1"
